SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
535620,BINNY MILLS ,X ,Q,57.15,60.9,57.1,60.8,60.8,60.1,13,235,13443,
535621,SV GLOBAL   ,X ,Q,62.9,62.9,59.25,59.25,59.25,60.75,5,100,6102,
535648,JUSTDIAL    ,A ,Q,580,585.75,570,574.65,573.65,585.25,798,51506,29827315,
535667,IFINSEC     ,XT,Q,20.15,20.15,20.15,20.15,20.15,19.2,1,10,201,
535694,EDSL        ,X ,Q,0.37,0.37,0.37,0.37,0.37,0.36,3,2025,749,
535730,KHOOBSURAT  ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1050,199,
535754,ORIENT CEM  ,A ,Q,109.8,109.8,105.2,105.55,105.55,107.9,291,10334,1101438,
535755,ABFRL       ,A ,Q,207,211.2,205.4,210.25,210.45,207.4,542,26041,5432003,
535789,IBUL HSG FIN,A ,Q,694,702.7,680,685.45,685.45,705.95,7523,438780,303298601,
536128,VKJINFRA    ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,15,13445,6588,
536170,KUSHAL      ,T ,Q,21.95,21.95,21.05,21.05,21.05,22.15,94,24465,517530,
536264,TIGER LOGS  ,X ,Q,99,101,92.25,94.65,94.65,97.8,208,12151,1158620,
536493,JKAGRI GEN  ,X ,Q,770,776.8,751,751.45,751,763.6,21,323,244453,
536507,FUTLIF FAS  ,A ,Q,488.05,494,481.85,490.05,485.2,493.55,70,1373,676745,
536592,SKFL        ,X ,Q,2.42,2.42,2.42,2.42,2.42,2.42,1,1000,2420,
536659,PVVINFRA    ,XT,Q,23.8,23.9,22,22.85,22.9,22.95,100,19069,436195,
536672,VCU DATA    ,T ,Q,10.64,10.64,10.55,10.55,10.55,10.15,2,41,436,
536709,INDRENEW    ,X ,Q,22.55,22.55,21.6,21.6,21.6,20.05,3,22,484,
536738,STELLAR CAP ,M ,Q,3.9,3.9,3.9,3.9,3.9,4.01,1,6000,23400,
536773,JIN POLY INV,T ,Q,32.45,32.45,32.45,32.45,32.45,33.5,1,1,32,
536799,SRS FINANCE ,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,3879,737,
536960,M100        ,B ,Q,18.7,18.76,17.77,17.96,17.83,18.18,32,5244,93961,
536965,BP CAPITAL  ,XT,Q,13.01,13.01,13.01,13.01,13.01,13.69,1,100,1301,
536974,CAPTAIN POLY,X ,Q,25.1,25.9,24.25,25.35,25.3,25.1,77,21520,545531,
537007,ICICINIFTY  ,B ,Q,120,121.43,120,120.71,120.65,122.27,197,5708,690020,
537008,ICICINF100  ,B ,Q,125.1,125.1,124.55,124.55,124.55,131,6,86,10732,
537069,ARNOLD HOLD ,X ,Q,8.45,8.78,8.35,8.78,8.78,8.56,29,84106,736042,
537092,MODEX INT   ,X ,Q,50,54.9,50,50.25,54.9,54.9,2,91,4574,
537253,SUNIL HEALTH,X ,Q,34.35,35.25,32.85,32.85,32.85,34.35,9,990,33567,
537254,RCI IND     ,X ,Q,87.95,87.95,83.55,84.15,84.1,84.1,84,13509,1159800,
537259,SUYOG TELE  ,X ,Q,360,393.95,345,365.7,365.7,372.55,51,40636,14026428,
537291,NATH BIOGEN ,B ,Q,452,462.8,452,459.7,457,461.95,31,635,291615,
537292,AGRI TECH   ,B ,Q,65.95,66,60,62.8,62.8,62.7,63,4705,295349,
537483,RELCNX100   ,B ,Q,120.01,120.62,119.46,119.46,119.46,121.86,6,184,22037,
537524,VIAANINDUS  ,XT,Q,7.4,7.64,7.2,7.5,7.5,7.28,41,24939,181900,
537536,DENIS CHEM  ,X ,Q,67,69.7,65.9,66.9,66,67,12,601,40734,
537708,KOTAKNIFTY  ,B ,Q,119,120,118.7,119.4,119.5,120.5,27,1688,201966,
537750,KIRAN VYPAR ,X ,Q,100,102.95,99,99.8,99.2,101.1,17,825,82227,
537766,BCP LTD     ,B ,Q,38.5,38.9,37.2,37.6,37.6,38.5,1019,915285,34882727,
537785,ANISHA IMPEX,M ,Q,50,50,50,50,50,50,2,5000,250000,
537800,MANGALAM IND,XT,Q,0.46,0.46,0.42,0.42,0.42,0.44,4,2182,923,
537820,VFL         ,B ,Q,0.83,0.84,0.79,0.84,0.84,0.83,3,1511,1194,
538019,OBI LTD     ,X ,Q,22,22.45,21.05,21.3,21.5,22.15,55,9430,204079,
538057,CPSE ETF    ,B ,Q,27.47,27.47,27.08,27.42,27.45,27.5,191,278158,7611137,
538081,HARIA APL   ,X ,Q,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,
538092,JOONKTOLLEE ,X ,Q,139.75,139.75,127.35,139.6,139.6,134.05,3,30,4067,
538128,WOMENS NEXT ,M ,Q,5.75,5.75,4.4,4.59,4.7,5.5,19,40000,185440,
538180,GOLD LINE   ,X ,Q,4.7,4.93,4.7,4.7,4.7,4.7,6,5100,23993,
538268,WONDERLA    ,B ,Q,317,317,308,314,314,311.95,23,223,69679,
538364,BCPAL       ,Z ,Q,0.55,0.55,0.55,0.55,0.55,0.57,7,441,242,
538365,ADHUNIKIND  ,B ,Q,68.05,68.85,67.4,67.55,67.4,68.4,59,7158,487235,
538401,MAESTROS ELE,XT,Q,63.9,63.9,59.5,60.15,63.7,60.9,14,1289,79871,
538422,JACKSON     ,XT,Q,0.2,0.2,0.19,0.19,0.19,0.19,31,184358,35273,
538423,ALPS MOTOR  ,XT,Q,1.11,1.11,1.11,1.11,1.11,1.13,9,4730,5250,
538432,DIVINUS     ,XT,Q,22,22,21.9,22,22,22,13,54870,1207133,
538476,CTL         ,X ,Q,3.85,4.15,3.79,4.14,4.15,3.95,17,7812,31221,
538521,CROWNTOURS  ,X ,Q,24,24,22.1,23.8,23.8,23.3,132,19315,456441,
538537,OMANSH      ,X ,Q,0.92,0.92,0.92,0.92,0.92,0.91,3,1406,1293,
538539,JTAPARIA    ,X ,Q,0.25,0.25,0.25,0.25,0.25,0.26,2,500,125,
538541,INCEPTUM    ,XT,Q,16.1,16.1,16.1,16.1,16.1,15.35,2,50,805,
538562,SKIPPER     ,B ,Q,59,60.5,58.75,59.8,59.5,59.75,26,1181,70038,
538564,JAMESWARREN ,X ,Q,111.65,112,111.65,112,112,111.55,4,688,76831,
538566,APOLLOTRI   ,X ,Q,175.85,180,175,178.55,179.9,176.7,120,24409,4310203,
538567,GULFOIL LUB ,B ,Q,825,834.9,825,830.3,834.9,837,27,257,213364,
538570,ACHAL       ,XT,Q,0.9,0.9,0.9,0.9,0.9,0.86,1,100,90,
538575,SOLISMAR    ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19,
538596,QUANTBUILD  ,XT,Q,8,8,8,8,8,8.04,1,4,32,
538598,VISHAL      ,B ,Q,276.95,276.95,235,260.4,242.05,260.4,33,1034,266693,
538607,TOYAMIND    ,X ,Q,5.4,5.5,5.03,5.18,5.1,5.42,499,322175,1704966,
538634,VRL         ,X ,Q,34.05,36.65,34,34.6,36.65,34.5,23,1820,62147,
538635,SNOWMAN     ,B ,Q,32.65,33.85,32.65,33.75,33.85,33.1,122,15750,527079,
538653,EML         ,XT,Q,1.58,1.58,1.58,1.58,1.58,1.61,5,313,494,
538666,SHARDACROP  ,A ,Q,398.9,402.9,385.15,394.25,400,402.55,87,936,368302,
538683,RELSENSEX   ,B ,Q,413,413,410,410,410,413,3,14,5776,
538685,SHEMAROO    ,B ,Q,380.5,380.5,360,370.4,370.4,391,76,860,321024,
538706,ULTRACAB    ,X ,Q,52,53.8,51.5,51.9,51.9,52.1,22,6255,324805,
538708,ETIL        ,X ,Q,8.01,8.46,7.81,7.88,7.81,8.06,7,192,1523,
538713,ATISHAY     ,B ,Q,72,72,70,70,70,68.75,10,210,14885,
538714,SUCHITRA    ,X ,Q,77.75,77.75,74.65,74.65,74.65,74.15,3,37,2765,
538715,DHABRIYA    ,B ,Q,55.05,57.95,55.05,56.4,57.95,57.15,8,106,5911,
538730,PDSMFL      ,B ,Q,257.8,257.8,255,256,256,257.8,7,409,104622,
538734,CEINSYSTECH ,T ,Q,110,110,110,110,110,106.75,1,100,11000,
538743,MUDUNURU    ,XT,Q,4.18,4.18,4.18,4.18,4.18,4.15,1,10,41,
538765,JSHL        ,M ,Q,11.01,11.01,11,11,11,11.35,5,30000,330150,
538770,CRANE INFRA ,X ,Q,12.7,12.7,12.7,12.7,12.7,12.14,1,2,25,
538772,NIYOGIN     ,B ,Q,76,76,71.3,71.55,71.55,74.9,10,631,45286,
538787,GBFL        ,X ,Q,0.75,0.75,0.72,0.72,0.72,0.72,14,37122,26931,
538812,AANCHALISP  ,B ,Q,13.8,13.8,12.65,13.14,13.5,13.18,59,183988,2362196,
538834,MEL         ,XT,Q,8.45,8.64,8.45,8.64,8.64,8.48,8,1351,11416,
538835,INTELLECT   ,A ,Q,213.75,223.8,210,221.35,221.35,217.65,1632,84859,18469782,
538836,MONTECARLO  ,B ,Q,316.7,324,309,310.4,310.4,318.55,92,1956,610385,
538837,JSTL        ,X ,Q,32.9,32.9,28.25,29.5,30.95,30.75,10,378,11169,
538838,ICL         ,XT,Q,9.52,9.52,9.52,9.52,9.52,9.71,1,376,3579,
538858,CAMSONBIO   ,XT,Q,8.27,8.27,8.27,8.27,8.27,8.7,12,500,4135,
538860,PANAFIC     ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.36,2,475,171,
538861,AMSONS      ,Z ,Q,1.03,1.08,1.03,1.03,1.03,1.03,6,1038,1074,
538882, EMERALD    ,X ,Q,9.71,10.73,9.71,10.73,10.73,10.22,2,510,4962,
538890,MKEXIM      ,XT,Q,10.43,10.43,10.43,10.43,10.43,10.64,4,302,3149,
538891,MCLOUD      ,X ,Q,29.1,29.6,29.05,29.4,29.4,29.55,2303,125671,3699371,
538896,KANCHI      ,XT,Q,334.95,334.95,317.1,331.9,334,326.65,92,4093,1340563,
538902,DHUN TEAIND ,B ,Q,220.05,223,218.1,218.1,218.1,222.75,25,1147,253553,
538922,COSYN       ,X ,Q,37.95,37.95,35,36,36,35.95,34,2464,87674,
538928,KARNAVATI   ,T ,Q,31.3,31.6,31.3,31.6,31.6,30.9,19,9800,309310,
538942,MERCANTILE  ,X ,Q,4.8,4.8,4.4,4.41,4.4,4.58,4,450,2061,
538961,GENUSPAPER  ,B ,Q,7.2,7.4,7.2,7.21,7.2,7.25,9,1819,13179,
538962,MINDACORP   ,B ,Q,130,130,118,119.15,118,121.7,62,2722,327109,
538963,PACT        ,X ,Q,1.25,1.25,1.25,1.25,1.25,1.31,2,2100,2625,
538964,MERCURYLAB  ,XT,Q,290,290,290,290,290,290,2,378,109620,
538965,CONCORD     ,XT,Q,23,23,22.75,22.75,22.75,23,3,71,1628,
538979,GRNLAM IND  ,B ,Q,870,899.9,842,847,847,928.05,14,97,82358,
538987,TALBROSENG  ,X ,Q,149.9,150,144,149.3,150,145.65,22,1837,271858,
539009,GBLIL       ,X ,Q,13.66,13.66,13.66,13.66,13.66,13.93,3,24,327,
539012,MEGRISOFT   ,XT,Q,12.93,12.93,12.31,12.31,12.31,12.93,4,73,907,
539017,ASHFL       ,B ,Q,57.95,57.95,44.3,50.5,49.5,54,24,402,21017,
539018,BEEKAY      ,X ,Q,304.9,304.9,270,274.75,275,286.5,167,18296,5086450,
539026,SSPNFIN     ,M ,Q,25.75,26,24,24.95,25.5,26.1,8,48000,1225500,
539031,SETFBSE100  ,B ,Q,120.95,120.95,120.95,120.95,120.95,121.3,2,30,3628,
539040,TTIL        ,XT,Q,2.08,2.08,2.08,2.08,2.08,2.08,2,60,124,
539041,SVPHOUSING  ,M ,Q,19.9,19.9,19.9,19.9,19.9,17.9,1,2500,49750,
539042,AGIIL       ,T ,Q,55,57.75,55,55,55,55,28,23249,1284969,
539044,MANAKSTELTD ,B ,Q,18,18,17.65,18,18,17.8,12,3100,55765,
539045,MNKALCOLTD  ,B ,Q,6.99,6.99,6.51,6.55,6.51,6.99,10,2255,14836,
539056,ADLABS      ,B ,Q,8.11,8.34,8.11,8.23,8.23,8.44,63,17759,145570,
539083,INOXWIND    ,A ,Q,62,64,61.95,62.6,62.6,62.85,140,5560,349265,
539090,RAJPUTANA   ,XT,Q,13,13,13,13,13,12.39,2,20,260,
539113,PML         ,X ,Q,1844,1844,1789,1790.65,1789,1780.8,14,20,36083,
539118,VRLLOG      ,B ,Q,265.8,265.8,255.25,258.85,256.55,266.75,116,1852,484396,
539120,BFFL        ,X ,Q,15.75,15.75,15.75,15.75,15.75,16.1,2,501,7890,
539122,BODHTREE    ,X ,Q,33.65,33.65,30.25,31.7,31.75,31.6,18,3557,109842,
539123,VBIND       ,X ,Q,4.29,4.29,4.29,4.29,4.29,4.37,1,1,4,
539126,MEP         ,B ,Q,36.5,37.75,36.5,36.9,36.9,37.2,247,27574,1025370,
539131,CLLIMITED   ,X ,Q,3.35,3.4,3.35,3.39,3.39,3.24,4,152,515,
539132,VEGETABLE   ,X ,Q,4.2,4.33,3.74,4.32,4.32,4.2,16,11730,49205,
539141,UFO         ,B ,Q,192.35,195.6,176.75,177.75,177,192.35,187,3573,656307,
539143,PANTH       ,X ,Q,76.2,77.8,75.15,77.3,77.4,76.55,178,59227,4569291,
539148,SHIVALIK    ,X ,Q,284.9,284.9,266.1,275.5,270.1,276.15,54,2869,780256,
539150,PNCINFRA    ,A ,Q,149.5,156.5,148.45,154,156.1,149.45,164,2945,450494,
539151,ARFIN       ,X ,Q,163.1,177.95,163.1,173.9,173.9,172.75,24,666,115625,
539176,HAWAENG     ,XT,Q,30.65,33.6,30.65,32.5,32,32,12,2132,69605,
539177,AIIL        ,X ,Q,29,29,29,29,29,28.3,2,10,290,
539195,POEL        ,X ,Q,35,35,35,35,35,35.3,3,125,4375,
539196,AEL         ,X ,Q,10.1,12,10.1,11.25,12,11.35,7,3551,39894,
539197,DEVHARI     ,X ,Q,6.3,6.3,6.2,6.21,6.2,6,5,235,1460,
539201,SATIA       ,X ,Q,700,730,682.2,687.8,682.2,704.55,136,4391,3092007,
539207,MANPASAND   ,A ,Q,109,109,104.95,105.9,105.25,107.8,300,17765,1886986,
539216,JUNCTION    ,M ,Q,25,25,24,24,24,24,2,8000,196000,
539219,MUL         ,X ,Q,262,265,261.95,264.95,264.95,260.95,78,2760,726937,
539221,SPORTKING   ,XT,Q,427,427,414,427,427,434.95,7,332,139038,
539225,JIYAECO     ,B ,Q,57.2,57.75,56.3,56.8,56.55,58.1,896,242146,13796967,
539226,RUDRA       ,T ,Q,67.1,67.1,67.1,67.1,67.1,67.45,10,29410,1973411,
539228,GGPL        ,B ,Q,64.9,64.9,64.5,64.55,64.55,64.7,23,4203,272066,
539229,MRSS        ,M ,Q,32.5,32.5,27.7,27.7,27.7,30.75,24,17400,501000,
539235,GPL         ,X ,Q,284.4,284.4,284.4,284.4,284.4,299.35,2,112,31852,
539251,BALKRISHNA  ,B ,Q,35.65,36.7,35.6,35.8,35.6,37.2,7,750,27125,
539252,SCFL        ,B ,Q,6.25,6.45,6,6.02,6.02,6.36,15,1847,11595,
539254,ADANITRANS  ,A ,Q,215.65,218.95,208.45,214,214,217.7,217,9921,2124281,
539268,SYNGENE     ,A ,Q,605,613,598,608.4,606.3,600.45,259,2276,1383391,
539275,MSL         ,B ,Q,49.15,57.1,49.15,57.1,57.1,54.9,10,849,45570,
539276,KAYA        ,B ,Q,651.2,669.05,647.2,660.6,660.6,643,33,94,61606,
539278,SYMBIOX     ,XT,Q,0.77,0.77,0.77,0.77,0.77,0.78,4,1978,1523,
539287,ORTINLAABS  ,B ,Q,14,14,13.1,13.1,13.1,13.55,5,625,8206,
539289,MJCO        ,B ,Q,527,534.6,518.7,528.75,529,529.6,68,772,408033,
539290,BINDALAGRO  ,B ,Q,12.98,12.99,12.98,12.99,12.99,13,3,600,7791,
539301,ARVSMART    ,B ,Q,110.65,119.95,110.65,114.25,115.3,116.95,98,3671,413272,
539302,POWERMECH   ,B ,Q,877,905.4,877,898.9,899,885.7,38,152,136596,
539309,RAMASTEEL   ,B ,Q,92.55,111,88,106.1,106.1,96,88,1665,158127,
539310,TISL        ,B ,Q,3.5,3.6,3.34,3.53,3.49,3.51,134,1311860,4538228,
539312,UTISENSETF  ,B ,Q,406.25,413.99,405,405,405,411.5,12,678,277377,
539313,UTINIFTETF  ,B ,Q,1210,1210,1200.05,1200.05,1200.05,1234.8,2,2,2410,
539331,VETO        ,B ,Q,69.9,71.6,69.5,70.25,70.3,70.5,114,6935,487830,
539332,NAVKARCORP  ,A ,Q,34,34,30.9,31.35,31.35,34.35,2770,102681,3250874,
539334,SHREEPUSHK  ,B ,Q,158,160.9,154.55,158.15,160.9,160.1,204,11276,1778074,
539336,GUJGAS      ,A ,Q,158,159.9,155.5,159.15,159.15,158.3,559,37231,5893330,
539346,SADBHIN     ,B ,Q,81,81,81,81,81,81.75,1,15,1215,
539351,PRABHAT     ,B ,Q,66,66.7,65,65.6,65.6,67.65,43,4688,308375,
539353,SWARAJAUTO  ,X ,Q,231.75,231.75,215,220.95,218,222.8,109,2728,603496,
539359,PRITIKAUTO  ,X ,Q,142,142.4,136,139.95,139.95,140.95,46,2515,352909,
539363,SKC         ,T ,Q,27,27,26.95,26.95,26.95,28.35,11,3381,91160,
539384,KRISHNACAP  ,XT,Q,6.8,6.8,6.5,6.8,6.8,6.8,4,37,249,
539391,ACME        ,X ,Q,11.7,11.7,11.7,11.7,11.7,11.7,1,10,117,
539399,BELLACASA   ,T ,Q,137,150.6,137,150.6,150.6,143.55,5,103,14133,
539404,SATIN       ,B ,Q,335.05,346,327,340.15,340.15,346.95,52,1464,496225,
539407,GENCON      ,X ,Q,124,139.65,123.05,124,124,123.05,60,10584,1338739,
539408,KUBERJI     ,X ,Q,3.43,3.43,3.43,3.43,3.43,3.61,4,40327,138321,
539410,WELCON      ,X ,Q,6.99,6.99,6.42,6.97,6.98,6.75,8,8600,59683,
539428,TEJNAKSH    ,B ,Q,57,57,52,56.1,56.1,55.6,40,3286,180333,
539436,COFFEEDAY   ,A ,Q,258,260.95,257,260.35,260.5,260.8,53,801,207446,
539437,IDFCFIRSTB  ,A ,Q,50.35,50.45,49.8,50.15,50.15,50.65,2214,2438506,122075746,
539448,INDIGO      ,A ,Q,1568,1596.25,1550,1559.6,1559.6,1577.95,2787,66495,104574191,
539450,SHK         ,B ,Q,148.1,148.5,146.35,146.95,146.45,148.15,63,1774,260867,
539455,DASL        ,XT,Q,28.25,28.25,28.25,28.25,28.25,28.6,2,121,3418,
539486,GEETANJ     ,XT,Q,1.85,1.85,1.83,1.85,1.85,1.82,18,50290,92438,
539515,GMLM        ,XT,Q,43,43,43,43,43,42.2,1,500,21500,
539516,HDFCNIFETF  ,B ,Q,1212.83,1212.83,1210.38,1210.38,1210.38,1260,7,51,61805,
539517,SXETF       ,B ,Q,4050,4197,4040,4090,4090,4189.99,15,40,162311,
539519,MAYUKH      ,X ,Q,14.1,14.1,14,14,14,14.1,4,15915,223601,
539520,SHAILJA     ,X ,Q,21.9,21.9,19.25,20.1,20,21.35,124,81136,1592595,
539522,GROVY       ,XT,Q,23.35,23.35,23.35,23.35,23.35,23.8,3,240,5604,
539523,ALKEM       ,A ,Q,1703.85,1716.5,1680.15,1705.4,1705.4,1701.65,308,1240,2100952,
539524,LALPATHLAB  ,A ,Q,1020,1044.45,1020,1029.15,1020.15,1043.6,212,1591,1646993,
539526,SCTL        ,M ,Q,15,15.25,15,15.25,15.25,14.52,11,64000,968000,
539528,AAYUSH      ,X ,Q,30,30,29.8,29.8,29.8,29.8,7,314,9380,
539542,LUXIND      ,A ,Q,1305.6,1354.85,1302.6,1346.6,1349.9,1323.4,173,942,1258816,
539545,APOORVA     ,X ,Q,17.75,18.45,17.75,18.3,18.3,18.1,44,29523,533685,
539551,NH          ,B ,Q,199,200.25,192.55,195.35,197.9,198.15,71,824,161884,
539570,ACEWIN      ,M ,Q,12.65,12.65,12.5,12.5,12.5,12.46,4,38400,481440,
539594,MISHTANN    ,X ,Q,51.8,51.8,51.8,51.8,51.8,52.85,25,527,27298,
539595,NATECO      ,X ,Q,11,11,11,11,11,11.08,1,5000,55000,
539596,DELTA       ,XT,Q,8.82,8.82,8.82,8.82,8.82,8.82,3,225,1984,
539597,JSLHISAR    ,A ,Q,85,85.65,84.05,84.3,84.5,86,314,22344,1894567,
539620,AINFRA      ,X ,Q,26.6,26.6,26.6,26.6,26.6,28,1,20,532,
539636,PRECAM      ,B ,Q,50.05,52.85,50.05,50.1,50.1,51.7,11,790,39881,
539658,TEAMLEASE   ,A ,Q,3000,3005.8,2970.25,2982.75,2990.25,3007.7,49,227,679998,
539659,VIDLI       ,M ,Q,20.05,20.05,20,20,20,21,2,2000,40050,
539660,SAHYOGMULT  ,X ,Q,43.65,43.65,43,43.65,43.65,42.8,32,30467,1329832,
539678,QUICKHEAL   ,B ,Q,198.45,227.7,195.9,223.55,223.55,199.3,2421,94170,20598278,
539692,IFINSER     ,XT,Q,21.05,21.45,21.05,21.45,21.45,21.05,4,103,2169,
539693,ALORA       ,Z ,Q,1.22,1.22,1.22,1.22,1.22,1.28,15,19200,23424,
539725,GOKULAGRO   ,B ,Q,11.44,11.44,10.95,10.95,10.95,10.7,11,362,4058,
539730,FREDUN      ,X ,Q,433.9,444.95,433.9,439.75,439.75,421.95,6,109,48268,
539742,SIMBHALS    ,B ,Q,10.5,11,10.5,10.75,10.75,11,8,1945,20450,
539770,DARJEELING  ,X ,Q,93.7,93.7,85.5,90.4,90.25,93.3,250,102559,9260587,
539784,LICNFNHGP   ,B ,Q,119.72,121,119.63,119.63,119.63,118,5,1918,229598,
539785,PDMJEPAPER  ,B ,Q,17,17.25,16.85,16.85,16.85,17.05,3,1240,20955,
539787,HCG         ,B ,Q,185.05,208.85,185.05,200.85,201.95,192.45,13,78,15673,
539798,UMIYA       ,T ,Q,12.42,12.42,11.61,12.13,11.61,11.83,30,12488,154988,
539799,BHARATWIRE  ,B ,Q,48.75,49,47.6,48,48,49.3,11,595,28583,
539806,H1190M36RG  ,F ,Q,12.3,12.3,12.3,12.3,12.3,12.3,4,20000,246000,
539807,INFIBEAM    ,A ,Q,39.05,44.4,39.05,43.45,43.45,43.25,3210,1206465,52211174,
539837,RPEL        ,M ,Q,100,100,100,100,100,102,1,1400,140000,
539841,LANCER      ,T ,Q,72.9,74.9,71.25,72.8,72.8,74.8,10,381,27604,
539844,EQUITAS     ,A ,Q,128.4,128.95,125.1,126.05,126.05,129,639,73827,9376687,
539853,GOLDENCAP   ,Z ,Q,22,22,22,22,22,21,1,1,22,
539854,HALDER      ,XT,Q,64.5,64.5,64.5,64.5,64.5,63.25,3,110,7095,
539861,SKIL        ,T ,Q,9.23,9.23,8.49,8.5,8.5,8.93,12,2009,17267,
539871,THYROCARE   ,A ,Q,485,486.95,480.4,484.75,485.25,484.9,57,541,261538,
539874,UJJIVAN     ,A ,Q,318,322.9,310,313.25,313.25,324.65,773,58106,18440823,
539876,CROMPTON    ,A ,Q,228,231.9,228,229.45,228.7,231.3,162,4560,1048423,
539883,PILANIINVS  ,B ,Q,2520,2520,2485,2498.8,2485,2509.4,71,2461,6154165,
539884,DARSHANORNA ,B ,Q,26,26.25,25.5,25.55,25.5,26,15,10013,262615,
539889,PARAGMILK   ,A ,Q,237,237.1,235.85,236.3,236.35,238.15,182,3149,745625,
539917,NAGARFERT   ,B ,Q,6.05,6.14,5.85,6.04,6,6.04,72,18329,109651,
539938,MIL         ,X ,Q,111.95,111.95,103,103,103,108,11,807,83162,
539939,YASHCHEM    ,B ,Q,104,104,92,100.55,101.4,101.3,32,1721,164898,
539940,MAXVIL      ,B ,Q,43.3,43.3,42.5,43.25,43.25,42.9,27,1422,61377,
539944,RXXX1SR2G   ,F ,Q,11.31,11.31,11.31,11.31,11.31,11.76,1,5000,56550,
539945,ICICINV20   ,B ,Q,57.5,57.54,57.19,57.28,57.28,57.69,5,5059,289334,
539947,JLL         ,XT,Q,15.2,15.2,15.2,15.2,15.2,16,1,100,1520,
539956,TAALENT     ,X ,Q,280,280,260.3,270,270,270,16,346,93978,
539957,MGL         ,A ,Q,940.05,951.2,937.7,941.75,941.75,945.7,585,46353,43705362,
539962,QFSL        ,XT,Q,0.22,0.22,0.21,0.21,0.21,0.21,10,10300,2175,
539978,QUESS       ,A ,Q,664.8,682.85,664.8,677.35,676.6,676.7,240,1889,1275270,
539979,DIGJAMLTD   ,T ,Q,3.35,3.51,3.27,3.27,3.27,3.44,34,24275,80606,
539980,ICICIMCAP   ,B ,Q,64.53,64.87,64.53,64.57,64.57,64.98,15,45213,2920418,
539981,MAXINDIA    ,A ,Q,69.75,70.95,69.75,70.65,70.5,71.1,58,2090,147444,
539984,HUIL        ,X ,Q,691,691,630.35,630.4,630.4,659,7,173,109121,
539992,LLOYDSTEEL  ,B ,Q,0.51,0.55,0.5,0.53,0.53,0.5,453,1823419,959069,
540005,LTI         ,A ,Q,1669.9,1705,1660.7,1695.75,1700,1677.8,976,31107,52448046,
540006,EASTWEST    ,X ,Q,138,138.4,133.7,133.7,133.7,137.3,31,1877,258051,
540023,COLORCHIPS  ,X ,Q,94,99,91.05,98.4,98,99.1,16,3008,296561,
540024,ASHARI      ,XT,Q,11.6,12.05,11.6,12.05,12.05,11.59,47,16938,202231,
540025,ADVENZYMES  ,A ,Q,190.15,191,189.45,190.6,190.6,190.75,81,10451,1991197,
540026,LAHL        ,XT,Q,2.55,2.55,2.55,2.55,2.55,2.55,1,23,58,
540027,PTIL        ,T ,Q,402.35,402.85,400,402.85,402.85,403.05,4,1169,470021,
540047,DBL         ,A ,Q,476.9,476.9,456,461.7,461.7,479.85,943,25744,11936109,
540048,SPAL        ,B ,Q,300,300,294,296,296,300.5,6,200,59009,
540063,ECS         ,XT,Q,4.59,4.59,4.37,4.37,4.37,4.59,5,1201,5292,
540064,FRETAIL     ,A ,Q,416.45,417.2,404.2,405.1,406.5,417.3,375,10678,4341316,
540065,RBLBANK     ,A ,Q,664,670.55,662,664.3,663.9,671.2,716,30271,20154927,
540071,CAMSONSEEDS ,X ,Q,6.04,6.04,6.04,6.04,6.04,6.16,7,583,3521,
540073,BLS         ,B ,Q,126,127.95,122.2,124.85,124.45,130,266,13431,1671706,
540078,MITSU       ,M ,Q,175,175,175,175,175,171.25,2,12000,2100000,
540080,NARAYANI    ,B ,Q,29,32.95,29,30.55,30.55,30.4,39,1429,44155,
540083,TVVISION    ,T ,Q,2.94,2.94,2.94,2.94,2.94,2.8,4,500,1470,
540108,TAHL        ,X ,Q,103,113,103,103.35,103,108.4,61,5915,633054,
540115,LTTS        ,A ,Q,1672,1726.5,1668,1690.5,1690.5,1692.15,1370,39164,66414925,
540124,GNA         ,B ,Q,297,297.5,284.6,292.15,297.05,296.15,195,4897,1427502,
540125,RADHIKAJWE  ,M ,Q,19.25,20,19.25,19.65,20,18.5,4,6400,124400,
540133,ICICIPRULI  ,A ,Q,370.8,376,364.5,367.5,364.5,371.3,994,49383,18286720,
540134,IISL        ,X ,Q,19.35,19.9,19.2,19.65,19.65,18.95,10,1485,28998,
540135,ARCFIN      ,XT,Q,0.73,0.73,0.73,0.73,0.73,0.73,1,5,3,
540136,HPL         ,B ,Q,56.5,56.5,53.6,54.1,54.1,57.05,217,20840,1136344,
540143,SAGARSOFT   ,X ,Q,86.2,89.95,85.95,87.95,87.95,86.55,40,1881,163123,
540144,DRA         ,M ,Q,10.6,11,10.6,11,11,11,2,5000,54000,
540145,VALIANTORG  ,M ,Q,1835,1925,1835,1919.8,1925,1829.8,41,6150,11724967,
540146,ACML        ,M ,Q,65,65,65,65,65,68.1,1,1000,65000,
