SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
523105,P.POLYSAC(NR,XT,Q,36.55,36.55,36.55,36.55,36.55,36.55,1,5,182,
523116,SANCO TRANS ,X ,Q,190.05,196,190,192,192,196,7,415,79562,
523127,EIH ASSO.HOT,B ,Q,362,374.4,362,373.95,373.95,368,7,88,32669,
523144,MEDI CAPS   ,X ,Q,14.5,15.81,14,15.22,15.22,14.49,9,569,8008,
523160,MORGAN CRU  ,X ,Q,1430,1440,1390,1390,1390,1417.5,22,243,344547,
523204,ABAN OFFSHO ,T ,Q,50,51.35,50,50.4,51.1,51.6,102,11533,580097,
523207,KOKUYOCMLN  ,B ,Q,89.4,89.85,88.5,88.65,88.8,88,14,229,20335,
523209,NICCO UCO AL,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1100,209,
523229,BHARAT SEATS,X ,Q,77.5,81,77,78.95,78.6,79.5,130,5860,461738,
523232,CONT.PETRO  ,XT,Q,28.6,31.6,28.6,31.6,31.6,30.1,3,401,12668,
523248,MACHINO PLAS,X ,Q,129.5,129.5,123.9,126.8,127.5,118,4,52,6596,
523261,VENKEY'S (I),A ,Q,1942,2046,1932,2016.9,2016.9,1964.9,1270,9758,19686587,
523269,ADVANI HOTEL,B ,Q,60.1,63,60.1,63,63,63,2,34,2092,
523277,G.V.FILMS   ,X ,Q,0.49,0.49,0.44,0.45,0.46,0.45,51,134557,61157,
523283,SUPER HOUSE ,B ,Q,112.35,113.85,112.3,113.35,113.85,113.1,9,239,26995,
523289,RAMA VISION ,X ,Q,5.8,5.87,5.8,5.87,5.87,5.61,3,3550,20835,
523301,TCPL PACK   ,B ,Q,380,390,370,371.95,371.95,380,38,236,89991,
523319,BALMER LAWRI,B ,Q,170,174,168,169.25,169.25,168.65,247,5354,905154,
523323,KOVAI MEDI. ,X ,Q,774,800,770,784.9,784.9,800.65,21,653,507718,
523329,ELDECO HOUS.,X ,Q,1400.4,1400.4,1400,1400.1,1400.1,1402.65,4,11,15402,
523367,DCMSHRIRAM  ,A ,Q,464,475.95,455,458.65,462.5,463.25,1168,18404,8609261,
523369,DCM SHR.IND ,X ,Q,193,193,177,181.15,180.55,180.3,253,8542,1550203,
523371,MAWANA SUGAR,B ,Q,46.5,46.95,46.2,46.25,46.2,46.55,46,3219,149835,
523384,MAH.RAS.APEX,T ,Q,98.9,98.9,98.9,98.9,98.9,104,2,10,989,
523385,NILKAMAL L  ,A ,Q,1300,1300,1269.5,1275.1,1275.1,1309.55,145,1063,1360559,
523387,TRITON CORP.,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,103,19,
523391,NAHAR POLY  ,B ,Q,37,37,31.05,32.05,32.05,34.25,36,1622,52208,
523395,3M INDIA LTD,A ,Q,22711,23066.55,22385,22796.7,22801,22835.85,54,69,1568068,
523398,JCHAC       ,B ,Q,1800,1853.1,1800,1852.8,1837,1859.8,89,513,944328,
523405,JM FINANCIAL,A ,Q,84.95,88.1,84.95,86,86,85.3,1155,12692169,1085287839,
523411,ADCINDIA    ,X ,Q,228,241,228,240.45,241,230.4,19,607,144932,
523445,REL INDL INF,B ,Q,311.1,311.1,303.5,304.15,304.15,313.5,1084,39782,12220047,
523449,SHARP INDIA ,XT,Q,28.25,28.35,28.25,28.25,28.35,27,8,279,7882,
523457,LINDEINDIA  ,A ,Q,488.95,497,485,494.25,494.25,493.3,163,2318,1144020,
523465,IND.BANK HSG,B ,Q,32.2,35.05,32.2,35.05,35.05,32.9,8,1207,39461,
523467,JAIMATA GLAS,X ,Q,0.32,0.32,0.3,0.32,0.32,0.31,42,60931,18963,
523475,LOTUS CHOC  ,X ,Q,20.7,20.7,20.6,20.6,20.6,20.6,5,55,1133,
523483,PACIFIC IND.,X ,Q,116.15,116.15,116.15,116.15,116.15,117.1,2,32,3716,
523489,CMM HOSPITAL,X ,Q,11.1,11.1,11.1,11.1,11.1,11.1,1,2,22,
523523,RAINBOW PAP.,T ,Q,1.1,1.15,1.1,1.15,1.15,1.1,4,8327,9548,
523537,APM INDUS.  ,X ,Q,36.4,38.65,36,36.3,36.2,38.05,19,2185,79119,
523539,PRECISION WR,B ,Q,200,200,193.25,195,195,198.95,14,813,159605,
523550,KRYPTON IND ,X ,Q,16.4,16.65,16.3,16.3,16.3,16.25,7,1393,22831,
523566,MARTIN BURN ,XT,Q,38.5,38.75,38.5,38.5,38.5,38.25,5,14,539,
523574,FEL         ,B ,Q,33.95,35.9,33.6,34.2,34.2,34.25,217,22856,780870,
523586,IND.TONERS  ,X ,Q,132,135,131.1,131.2,131.25,132.45,46,1969,262341,
523598,SHIPP.CORPN ,A ,Q,33.7,34.1,33.4,33.55,33.55,33.95,416,60838,2056420,
523606,SIKA INTER. ,X ,Q,154,154,146.1,146.5,146.5,152.5,3,39,5713,
523610,ITI LTD.    ,A ,Q,89.55,89.55,87.7,88.2,88.2,90.2,418,43235,3824802,
523618,DREDGING COR,B ,Q,364,366.25,360.15,361.3,361.3,371.05,244,5567,2018537,
523630,NATIONAL FER,B ,Q,35.9,35.9,35.1,35.25,35.25,36.15,123,22727,802990,
523638,IP RINGS LTD,X ,Q,95,98.8,95,96.1,96.1,96,5,390,37679,
523642,PI INDUS.LTD,A ,Q,1060,1080.95,1040.1,1056.15,1060,1058.45,986,43596,46511361,
523650,REDEX PROTEC,XT,Q,9.5,9.97,9.03,9.31,9.03,9.5,12,3370,32400,
523660,WATERBASE   ,X ,Q,140,142.5,135.55,136.95,136.95,140.7,649,27674,3834069,
523672,FLEX FOODS  ,X ,Q,56.6,56.6,55.5,56.1,56.1,56.4,11,781,43512,
523676,GOLKUNDA DIA,X ,Q,9.52,9.52,9.52,9.52,9.52,10,1,395,3760,
523694,APCOTEX IND ,B ,Q,509,511.2,500,508.85,508.85,509.55,72,2021,1025345,
523696,FORTIS MLR  ,X ,Q,56.15,56.15,56.1,56.1,56.1,56.15,7,1750,98180,
523704,MASTEK LTD  ,B ,Q,465,472.25,456.05,457.6,456.45,466.6,399,6719,3105446,
523708,EIMCO ELECON,B ,Q,388.95,388.95,388.95,388.95,388.95,381.85,1,1,388,
523710,SAYAJI HOTEL,XT,Q,259.75,259.75,242.1,254.3,254.3,254.75,5,150,37062,
523716,ASHIANA HOU ,B ,Q,114,115.95,113.1,114,114,115,27,576,65578,
523722,SVAM SOFTWAR,X ,Q,0.44,0.44,0.44,0.44,0.44,0.42,1,100,44,
523724,VIJAY SHA.BU,Z ,Q,5.21,5.21,5.21,5.21,5.21,5.48,5,2500,13025,
523732,ECO BOARD IN,XT,Q,2.26,2.26,2.26,2.26,2.26,2.26,1,1,2,
523736,DVL         ,B ,Q,91.05,92.9,90,90.95,90.9,91.95,77,2924,265199,
523754,MAHEPC      ,X ,Q,118.25,121.95,118.25,119.95,119.95,122.15,164,10075,1211890,
523756,SREIINFRA   ,A ,Q,24.3,24.5,23.2,23.65,24.4,24.5,240,55987,1340724,
523768,GUJ.BOROSIL ,X ,Q,94.4,94.4,90.25,91.85,91.6,94.05,182,12503,1150482,
523782,MITSHI      ,X ,Q,41.4,41.4,37.8,40.6,41.4,39.55,23,13271,534098,
523792,MAZDA LTD   ,B ,Q,392,392,390.05,390.05,390.05,396,4,70,27401,
523796,VICEROY HOTE,T ,Q,3.15,3.2,2.95,3.15,3.15,3.08,26,14234,43000,
523828,MENON BEAR. ,B ,Q,78.5,79.95,77.45,79.85,79.85,77.7,12,405,32054,
523838,SIMPLX INFRA,B ,Q,153.9,157.3,153.9,156.1,156.45,156.3,13,276,42894,
523840,INN.TECH.PAC,X ,Q,25.4,25.85,24.15,24.35,25.5,24.35,21,4532,116454,
523842,SUPER TANNER,X ,Q,3.12,3.12,3.12,3.12,3.12,3,4,1502,4686,
523844,INVICTA MED ,XT,Q,4.5,4.5,4.5,4.5,4.5,4.5,2,670,3015,
523850,AXTEL INDUS.,X ,Q,120,131.75,120,124,124,127.7,27,1123,141540,
524000,MAGMA FIN   ,A ,Q,126.4,128.15,124.5,127.2,124.5,126.4,137,15608,1974792,
524013,HIND.FLUROCA,T ,Q,12.1,13.36,12.1,12.81,12.2,12.73,14,1355,17214,
524019,KINGFA      ,B ,Q,654.9,654.9,635,636.5,636.5,648.75,5,55,35025,
524037,RAMA PHOSPH ,X ,Q,78.05,78.45,78.05,78.45,78.45,78.9,4,136,10656,
524051,POLYPLEX    ,B ,Q,505.6,516.8,500,511.85,506.3,512.6,76,1069,545096,
524075,ALBERT DAVID,B ,Q,382,435,382,394.4,394.4,381.3,832,9575,3922172,
524080,HAR.LEATHER ,XT,Q,28.55,28.55,25.95,25.95,25.95,27.2,6,425,11872,
524084,MONSANTO (I),A ,Q,2430,2472.6,2411,2467.55,2472.6,2446,80,825,2002082,
524091,ACRYCIL LTD.,X ,Q,103,108.5,101.35,108.45,108.5,106.2,61,5116,546580,
524109,KABRA EXTR  ,B ,Q,77.8,81.3,74.25,78.2,75,76,88,1793,138778,
524129,VINYL CHEM  ,B ,Q,77,77,75.55,75.55,75.55,76.9,10,217,16445,
524164,IOL CHEM PH ,B ,Q,172.4,172.5,166.45,168.35,167,171.85,863,37464,6320919,
524174,KESAR PETRO ,X ,Q,8.5,8.8,8.1,8.72,8.72,8.71,161,55038,467931,
524200,VINATI ORG. ,A ,Q,1897.05,1897.05,1825,1837.85,1837.05,1897.05,513,4666,8579743,
524202,LACTOSE(I)  ,XT,Q,30.85,33.5,30.4,32.15,33.5,31.95,34,7399,237201,
524208,AARTI INDUST,A ,Q,1564.9,1592.3,1564.85,1581.2,1587.75,1584.75,455,1547,2439670,
524212,WANBURY LTD ,T ,Q,20.45,20.45,20.45,20.45,20.45,21.2,1,1000,20450,
524218,RESONANCE   ,X ,Q,21.95,21.95,21.95,21.95,21.95,21.7,1,5,109,
524226,GUJ AMB EXP ,B ,Q,208,209.3,197.1,204.8,203.1,210.05,191,4533,920590,
524230,RASHTR.CHEM.,A ,Q,56.45,56.45,55.65,56.15,56.15,56.85,389,63936,3587015,
524280,KOPRAN LTD. ,B ,Q,38.9,41.35,38.8,40.9,40.9,39.35,208,17272,694148,
524288,AIMCO PESTI.,X ,Q,140.75,144.5,140,141.4,141,141,30,2099,298376,
524324,SEYAIND     ,B ,Q,465.05,488.8,465.05,469.5,469,477.2,262,9536,4527708,
524330,JAYANT AGRO ,B ,Q,203,208.4,203,205.55,205.75,205.6,19,270,55494,
524332,BCLIL       ,X ,Q,94.9,94.9,91,92.15,91.5,92.55,51,6205,570230,
524336,SH.HARI CHEM,X ,Q,34.65,34.65,34.65,34.65,34.65,34.65,2,200,6930,
524342,INDOBORAXC  ,X ,Q,375.25,386.75,375.25,385,385,386.8,15,511,196329,
524348,AARTI DRUGS ,B ,Q,613.1,620.5,610.9,613.75,613.45,612.35,74,894,548722,
524370,BODAL CHEM  ,B ,Q,115.8,119,115.4,117.5,118,115.8,182,7034,828770,
524372,ORCHIDPHAR  ,Z ,Q,4.55,4.87,4.51,4.75,4.86,4.64,25,18963,90271,
524394,VIMTA LABS  ,B ,Q,180,186.45,174,183.6,183.45,185.15,63,4147,748860,
524400,ISHITA DRUGS,XT,Q,21,21,21,21,21,21.6,1,89,1869,
524404,MARKSANS    ,B ,Q,22.95,23.5,22.65,23.05,23.1,23.35,169,56556,1305906,
524408,UNIV.STARCH ,XT,Q,38.95,38.95,38.95,38.95,38.95,38.95,1,100,3895,
524412,AAREY DRUGS ,X ,Q,24.8,24.8,23.75,23.9,24,24.3,74,14824,358006,
524440,CAMEX LTD   ,X ,Q,28.5,28.9,28.5,28.8,28.8,28,4,60,1728,
524444,KAVITIND    ,X ,Q,47,48.7,46.4,47.15,46.75,47.25,149,71456,3396825,
524470,SYNCOM FORM.,X ,Q,1.01,1.01,0.97,0.99,0.99,0.99,290,668786,659181,
524480,RIDHI SIDHI ,XT,Q,280,280,272,279.45,280,271,16,285,79731,
524488,SVCIND      ,XT,Q,0.76,0.76,0.76,0.76,0.76,0.76,2,600,456,
524494,IPCA LAB LTD,A ,Q,960.5,968.3,949.5,951.6,952,975.8,245,2775,2653226,
524500,KILITCH DRUG,B ,Q,186.95,192.35,186.7,187.2,186.7,188.6,79,2559,482331,
524506,CORAL LAB.  ,X ,Q,333.5,333.5,315,317.2,315.1,319.15,32,757,242365,
524520,KMC SHIL    ,X ,Q,13,13.37,12.8,13.3,13.3,13.19,74,10632,141068,
524534,BHASKAR AGRO,XT,Q,20,21.1,19.6,21.1,21.1,20.6,3,508,10138,
524542,SUKJIT STRCH,X ,Q,231,237.75,230,230.5,230,234.6,41,1367,315392,
524558,NEULAND LAB.,B ,Q,673,709.55,670.25,684.55,689,684.15,54,411,281691,
524570,PODDAR PIGM.,B ,Q,155.25,160,155.1,159.5,159.5,161.95,6,102,15834,
524572,PHARMAIDS PH,XT,Q,4.94,4.94,4.94,4.94,4.94,4.71,1,450,2223,
524576,VIVID IND   ,X ,Q,39.9,39.9,37.1,37.9,37.8,38.9,22,1446,55634,
524580,PRIYA LTD.  ,X ,Q,32.55,32.55,32.55,32.55,32.55,34.25,2,31,1009,
524582,TIRUPATI STA,XT,Q,32.25,32.25,31.45,31.5,31.5,33,6,400,12772,
524594,ASHOK-ALCO  ,X ,Q,52.2,52.2,49.1,51.8,51.8,50,15,1716,86271,
524598,AKSHARCHEM I,B ,Q,287.55,333.5,287.55,311,311,314.55,5,154,47699,
524604,KAMRON LAB. ,P ,Q,6.31,6.31,6.31,6.31,6.31,6.64,1,500,3155,
524614,INDXTRA     ,XT,Q,5.66,5.66,5.66,5.66,5.66,5.95,1,100,566,
524622,ISTRNETWK   ,XT,Q,2.05,2.15,2.05,2.15,2.15,2.05,2,6,12,
524632,SHUKRAPHAR  ,XT,Q,61,61,61,61,61,60.85,1,5,305,
524634,ALU FLUORIDE,X ,Q,118,118,111.3,112.75,114.8,117.1,81,4779,542567,
524636,S.S.ORGANICS,P ,Q,8.49,8.49,8.49,8.49,8.49,8.93,1,100,849,
524640,ARCHITORG   ,X ,Q,12.45,12.7,12.45,12.7,12.7,12.7,7,1301,16197,
524648,INDO AMINES ,X ,Q,81.4,89.9,81.4,87,88,86.1,29,1463,122145,
524652,IND.SWIFT LT,T ,Q,4.7,4.7,4.7,4.7,4.7,4.78,1,100,470,
524654,NATURAL CAPS,X ,Q,69,70,67.45,69.65,70,71,19,744,51420,
524663,BH.IMMUN&BIO,B ,Q,8,8.19,7.75,7.94,7.94,7.99,30,14020,109574,
524667,SOTL        ,B ,Q,1154.95,1180,1154.95,1173.45,1175,1135.45,11,36,42243,
524669,HESTER BISC ,B ,Q,1480,1480,1438,1439.5,1438,1450.05,193,1318,1935481,
524675,KABSONS INDU,XT,Q,2.91,2.91,2.88,2.88,2.88,2.91,4,1600,4628,
524687,BASANT AGRO ,X ,Q,3.97,3.97,3.71,3.81,3.81,3.81,32,39806,151811,
524689,PARENT.DRUGS,B ,Q,7.35,7.35,7,7,7,6.95,2,2,14,
524699,KILBURN CHEM,XT,Q,49.5,50,49,49.65,49.5,49.9,7,501,24750,
524703,SANDU PHARMA,X ,Q,20.5,20.5,20.5,20.5,20.5,20.65,4,401,8220,
524709,NACLIND     ,B ,Q,29.4,30.4,27.5,27.8,27.8,29.55,35,18067,504550,
524711,VISTA PHARMA,XT,Q,17.55,17.55,17.3,17.5,17.5,17.3,10,13970,244434,
524715,SUN PHARMA. ,A ,Q,452.9,455.5,446.7,453.3,453.3,452.9,4996,290655,131746125,
524717,TITAN BIOTEC,X ,Q,46,46,44.2,44.2,44.2,46.15,4,377,16866,
524731,JENBURKT PH.,X ,Q,498,498.8,485,486.55,486.55,484.35,13,256,126088,
524735,HIKAL LTD.  ,B ,Q,173,173.2,169.55,170.25,170.5,174.2,872,26293,4521092,
524742,CAPLIN POINT,B ,Q,350,351,341,347.5,342.1,351.2,81,1973,682716,
524743,FISCHER     ,XT,Q,96.05,96.05,96.05,96.05,96.05,98,1,1,96,
524748,LINK PHARMA ,X ,Q,20.8,21.4,20.4,20.65,20.65,22.4,12,1151,23828,
524764,NUTRA       ,X ,Q,16.55,16.55,16,16.1,16.2,15.7,36,8467,137352,
524768,EMMESSAR BIO,X ,Q,13.7,14.5,13.7,14.5,14.5,14.35,8,582,8119,
524774,NGL FINE CHM,X ,Q,432.45,447.9,429,430,430,454.95,67,2422,1054361,
524790,EVEREST ORG.,X ,Q,204,210,201.05,203.25,205,206.3,60,2227,455896,
524804,AUROB.PHARMA,A ,Q,777,786.6,771,777.6,777.05,779.1,1028,56375,43989849,
524808,PHYTOCHEM I.,X ,Q,27.5,31.95,25.1,28.05,28.05,28.35,14,297,8052,
524816,NATCO PHARM ,A ,Q,533,536,526.05,528.9,535,533.65,450,13749,7281393,
524818,DYNAMIC IND.,X ,Q,70.5,75.75,68.2,75.4,75.5,69.95,39,1920,141282,
524820,PANAMA PETRO,B ,Q,122,126,119.05,120.05,120.05,125.6,358,27143,3278347,
524824,BAL PHARMA  ,B ,Q,68,69.7,67.25,67.25,67.25,68.7,14,658,45374,
524828,BDH INDUS.  ,XT,Q,79,79,75,75,75,76,17,845,63827,
526001,JAUS POLYMER,X ,Q,15,15,15,15,15,14.3,2,100,1500,
526043,POLYMECH.MCH,X ,Q,38.7,38.7,35,35,35,35.7,6,301,10905,
526071,STELLANT    ,X ,Q,3.6,3.6,3.6,3.6,3.6,3.78,1,2,7,
526073,GALAXY BEAR.,XT,Q,163,173.15,158.05,163,163,164.95,21,472,78736,
526093,SATVAH.ISPAT,B ,Q,6.75,7.24,6.7,6.76,6.72,7,11,3387,23075,
526095,RAVILEELA GR,X ,Q,14,14,14,14,14,13.5,3,1514,21196,
526113,UNIROYAL MAR,XT,Q,8.5,8.5,8.5,8.5,8.5,8.1,6,2611,22193,
526117,SHERVANI IND,X ,Q,719,745.95,660,668.45,676,689.35,73,457,306910,
526137,SHETRON LTD ,X ,Q,30.7,30.7,30.7,30.7,30.7,28.65,1,1,30,
526139,TRANSGENE BI,XT,Q,4.5,4.5,4.17,4.46,4.46,4.37,40,10882,48462,
526143,MPL         ,XT,Q,5.9,6.14,5.9,6.14,6.14,5.85,7,4927,30179,
526159,NIKHIL ADHSV,X ,Q,122.95,122.95,122.95,122.95,122.95,123,1,12,1475,
526161,SPENTA INT. ,X ,Q,69.05,75.75,69.05,75.75,75.75,77,3,5,372,
526169,MULTIBASE I ,X ,Q,375,398.8,375,391.15,395,375.95,1565,9853,3844960,
526173,ANDREW YULE ,B ,Q,17.8,17.9,17.6,17.65,17.65,17.8,81,9943,175551,
526179,LUDOLOW JUTE,X ,Q,61.7,63.9,61.7,62.45,62.45,64.9,69,7729,482706,
526225,BLOOM DEKOR ,X ,Q,13.02,13.02,13.02,13.02,13.02,13.03,1,300,3906,
526227,FILATEX INDI,B ,Q,47.8,48.35,46.75,47.6,47.6,48.15,540,288753,13737453,
526231,STD.SURFACT.,XT,Q,17.7,17.7,17.7,17.7,17.7,18.4,1,100,1770,
526235,MERCATOR    ,B ,Q,4,4,3.8,3.8,3.8,3.99,80,122052,463803,
526241,AMRAPALI IND,X ,Q,4.49,4.49,4.49,4.49,4.49,4.7,1,200,898,
526247,PREMIER EXPL,B ,Q,229,231.75,225.15,225.9,229.95,225,11,485,109890,
526263,MOLD-TEK TEC,B ,Q,57,59.25,51.2,56.95,56.95,51.75,375,40308,2210547,
526299,MPHASIS LTD ,A ,Q,970,970,953.35,967.5,970,970.65,507,507720,489949695,
526355,DURO PACK   ,XT,Q,16.35,16.55,16,16.55,16.55,15.8,8,2370,39042,
526365,SWARNASA    ,XT,Q,9.03,9.03,8.58,8.58,8.58,9.03,3,301,2585,
526367,GANESH HSG. ,B ,Q,57.2,59,56.5,57,57,58.25,68,4301,245414,
526371,NMDC LTD    ,A ,Q,99.8,99.8,96.2,96.5,96.5,99.95,1486,413173,40193218,
526373,CINDRELLA HT,X ,Q,18.45,18.45,18.45,18.45,18.45,18.45,3,124,2287,
526381,PAT INT LOG ,B ,Q,43.5,44.3,39.8,40.25,40,43.7,167,8779,365935,
526397,ALPHAGEO (I),B ,Q,436.1,436.1,415.1,422.05,420,436.1,145,897,382492,
526407,RIT PRO IND ,X ,Q,13.88,13.88,12.35,13.01,13,13.01,14,8500,112442,
526409,KKALPANAIND ,X ,Q,20.5,22.6,20.45,21,21,20.2,7,476,10168,
526415,OK PLAY (I) ,XT,Q,38.1,41,38.1,40.1,40.25,39.6,35,8257,330483,
526423,KRITI INDUS.,X ,Q,22.9,23.85,22.05,22.6,22.7,22.95,42,6640,151835,
526433,ASM TECHNOLO,X ,Q,112.95,112.95,104,107.35,104,105.55,6,6,654,
526435,PERFECTPAC  ,X ,Q,141,141,141,141,141,134.65,1,51,7191,
526441,VISIONCINE  ,XT,Q,1.18,1.3,1.18,1.3,1.3,1.24,22,11200,14249,
526443,DATASOFT APP,XT,Q,1.18,1.18,1.18,1.18,1.18,1.13,3,133,156,
526471,WINSOME BREW,XT,Q,3.77,3.77,3.76,3.76,3.76,3.95,2,275,1034,
526477,S.A.ENTERPR.,X ,Q,3.67,3.67,3.67,3.67,3.67,3.5,1,100,367,
526479,SKY INDUST. ,X ,Q,34,34.1,32,32.05,32,33,14,905,29951,
526492,RISHIROOP   ,X ,Q,51.3,51.8,51.3,51.7,51.7,51.2,6,1125,57964,
526494,PROMACT     ,X ,Q,5.8,5.8,5.6,5.6,5.6,5.56,3,225,1265,
526519,ALPINE HSG. ,X ,Q,14.35,15.6,14.35,15.49,15.49,14.8,17,3521,51996,
526521,SANGHI IND. ,B ,Q,61.05,61.3,60.25,60.6,60.5,61.65,50,4094,247953,
526525,WORLDWIDE LE,X ,Q,12.5,13.68,12.5,13.5,13.5,13.03,5,216,2874,
526532,SFPIL       ,XT,Q,22.5,22.5,22.5,22.5,22.5,22.5,3,11,247,
526538,MAXIMAA SYST,X ,Q,4.6,5.08,4.6,4.84,5.08,4.84,10,1210,5786,
526544,SCANP GEOM  ,X ,Q,30.7,31,29.9,30.55,30.8,30.4,95,23425,714604,
526546,CHOKSI LABOR,X ,Q,13.9,13.93,13.9,13.93,13.93,13.93,2,500,6962,
526550,CCHHL       ,B ,Q,6,6.25,5.81,6.25,6.25,6.18,7,1770,10733,
526568,LONGVIEW TEA,XT,Q,15.37,15.37,15.2,15.22,15.37,14.64,3,150,2288,
526570,MIDWEST GOLD,XT,Q,11.8,11.8,11.8,11.8,11.8,11.8,2,7,82,
526576,TECHIN      ,B ,Q,4.97,4.97,4.97,4.97,4.97,5,2,2000,9940,
526582,TPL PLAST   ,B ,Q,130.25,131.5,129.05,131,131,128.85,8,58,7576,
526586,WIM PLAST LT,B ,Q,507.9,507.9,491.1,500,500,499.9,71,1275,636993,
526596,LIBERTY SHOE,B ,Q,133.8,134,129.3,130.9,130.35,131.9,205,6274,825247,
526608,ELECTROTHERM,B ,Q,278,283,267.2,274.7,274.7,270.45,229,7851,2161653,
526612,BLUE DART EX,A ,Q,3104,3198,3070.1,3095.8,3095.8,3155.25,56,210,651493,
526614,EXPO GAS    ,X ,Q,5.25,5.25,5.25,5.25,5.25,5.49,4,1400,7350,
526616,NAT.PLASTIC ,X ,Q,29.3,31,29,29.55,31,30.65,25,5638,168997,
526622,MFL INDIA   ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19,
526640,ROYALE MANOR,XT,Q,10.86,10.9,10.45,10.9,10.9,10.86,6,2600,28225,
526642,MIRZA INTER ,B ,Q,54.6,55,54.1,54.65,54.5,54.55,162,15205,828815,
526650,TOURISM FINA,B ,Q,114.65,114.75,112.6,114.05,113.75,113.45,51,2530,287291,
526652,CALS REF LTD,Z ,Q,0.1,0.1,0.1,0.1,0.1,0.1,2,200,20,
526666,BHARTIYA INT,B ,Q,231,231,222,222,222,229.6,3,110,25320,
526668,KAMAT HOTELS,B ,Q,45.5,46.25,45.15,45.7,45.25,46.5,23,1514,68944,
526687,POLO HOTELS ,XT,Q,5.4,5.4,5.4,5.4,5.4,5.49,2,196,1058,
526703,ECOPLAST LTD,X ,Q,108.75,108.9,108.75,108.9,108.9,106.7,3,125,13597,
526711,ADARSH PLANT,XT,Q,3.25,3.4,3.09,3.4,3.4,3.25,6,5000,15606,
526717,GOPALA POLY.,X ,Q,35.8,41.7,32.75,33.3,33.3,35.15,430,31629,1111351,
526721,NICCO PARKS ,XT,Q,25.5,26.35,24,24.1,24.5,25.25,38,7141,175675,
526723,NTC INDUST  ,X ,Q,49.2,49.3,49.2,49.3,49.3,47.75,3,30,1478,
526727,GARNET CONST,X ,Q,12.59,12.59,12.59,12.59,12.59,12,4,517,6509,
526729,GOLDIAM INT.,B ,Q,100,116.3,98.3,113.55,113.55,101.45,2378,173558,19289241,
526737,CORPOR COUR ,X ,Q,12.95,12.95,12.95,12.95,12.95,12.95,1,1,12,
526739,NARMADA GEL ,X ,Q,128.8,130,125.1,125.1,125.1,125,5,125,15881,
526747,P.G.FOILS   ,X ,Q,70,73.9,70,72.15,72.15,71.1,14,1265,90079,
526751,GRATEX INDS.,XT,Q,9.65,9.65,9.65,9.65,9.65,10,1,100,965,
526755,VELAN HOTELS,X ,Q,4.8,4.8,4.11,4.46,4.46,4.42,7,311,1377,
526775,VALIANT COMM,X ,Q,24.15,24.15,24,24,24,24.15,23,4037,97294,
526783,DR.AGAR.EYE ,XT,Q,349.1,349.1,349.05,349.05,349.05,366.95,2,301,105079,
526797,GREENPLY IND,B ,Q,155.5,155.5,143.3,145.4,147.55,158.3,262,10230,1522725,
526801,PSL LTD     ,B ,Q,0.93,0.94,0.91,0.94,0.94,0.95,4,662,615,
526807,SEAMEC LTD  ,B ,Q,414.7,417.95,403.3,414.4,415,417.7,25,194,79308,
526817,CHEVIOT CO. ,X ,Q,624,635.95,620,623.3,622.2,633.8,64,853,533736,
526821,DAI-ICHI KAR,X ,Q,203.05,225,203.05,224.2,224.8,213.9,44,2474,533240,
526829,CONFI PETRO ,B ,Q,39.5,39.75,39.2,39.5,39.5,39.55,483,92640,3656901,
526839,SHELTER     ,X ,Q,10,10,10,10,10,10.51,2,19,190,
526849,BANARAS BEAD,B ,Q,49.5,51.45,48.75,49,48.75,53.05,18,1300,63796,
526853,BILCARE LTD.,X ,Q,24.65,25.2,23.3,24.3,24.05,24.6,37,3367,81297,
526861,RISHI LASER ,X ,Q,22.6,22.6,20.5,21.5,21.5,21.75,18,10979,239819,
526881,63MOONS     ,B ,Q,157,158.65,152,158.65,158.65,151.1,1728,172539,27181300,
526885,SARLA PER F ,B ,Q,25.2,25.2,24.3,24.95,24.95,23.85,23,1536,38349,
526899,HFIL        ,X ,Q,8.18,8.18,7.65,7.78,7.78,8.04,78,22370,174548,
526917,CHD DEV LTD ,X ,Q,7.69,7.69,6.86,7.17,7.17,7.09,94,35996,258856,
526921,21ST CEN.MGM,B ,Q,21.8,21.8,21.8,21.8,21.8,21.4,4,1006,21930,
526931,HARIYANA SH.,X ,Q,70.95,70.95,63.2,68.4,69.6,67.3,53,7946,524096,
526945,TYROON TEA  ,X ,Q,30,30,30,30,30,30,2,4,120,
526947,LA-OPALA RG ,B ,Q,207,207,202.6,205.25,205.65,206.8,26,257,52360,
526951,GOLDEN LAMIN,X ,Q,704,704,682,689.9,690,707.15,42,4197,2897527,
526953,VENUS REMEDI,B ,Q,31,32,30.55,30.85,30.55,32,24,2636,82314,
526957,UDL         ,X ,Q,17.5,20.9,17.45,20.85,20.85,17.45,337,156887,3158019,
526965,GUJ.CRAFT IN,XT,Q,29.8,29.8,29.8,29.8,29.8,28.4,1,100,2980,
526967,HEERA ISPAT ,Z ,Q,3.02,3.02,3.02,3.02,3.02,3.02,1,100,302,
